date,region,land_km2,water_km2,land_fraction
2017-01-02,hoernum_odde,1.3101,5.138,0.20318
2017-01-08,hoernum_odde,1.2045,5.2435,0.18681
2017-01-14,hoernum_odde,1.1616,5.2865,0.18015
2017-02-01,hoernum_odde,1.0988,5.3492,0.17041
2017-03-15,hoernum_odde,1.0627,5.3854,0.16481
2017-04-14,hoernum_odde,1.1795,5.2685,0.18293
2017-04-20,hoernum_odde,0.9729,5.4752,0.15088
2017-05-02,hoernum_odde,0.9723,5.4757,0.15079
2017-05-20,hoernum_odde,1.1721,5.2759,0.18178
2017-06-13,hoernum_odde,1.1502,5.2979,0.17837
2017-06-19,hoernum_odde,1.1523,5.2958,0.1787
2017-07-13,hoernum_odde,1.073,5.375,0.16641
2017-08-18,hoernum_odde,2.2003,4.2477,0.34124
2017-10-23,hoernum_odde,1.1959,5.2521,0.18547
2017-11-22,hoernum_odde,1.1039,5.3441,0.17121
2017-12-22,hoernum_odde,1.0943,5.3538,0.16971
2018-01-09,hoernum_odde,0.9509,5.4971,0.14748
2018-01-21,hoernum_odde,1.155,5.2931,0.17913
2018-01-27,hoernum_odde,1.0984,5.3496,0.17035
2018-02-20,hoernum_odde,1.1688,5.2792,0.18127
2018-04-09,hoernum_odde,1.0136,5.4345,0.15719
2018-05-03,hoernum_odde,1.1214,5.3267,0.17391
2018-05-09,hoernum_odde,1.0771,5.371,0.16704
2018-05-21,hoernum_odde,1.1129,5.3352,0.17259
2018-06-02,hoernum_odde,1.1969,5.2511,0.18563
2018-07-02,hoernum_odde,1.281,5.167,0.19867
2018-07-08,hoernum_odde,1.1355,5.3125,0.1761
2018-08-01,hoernum_odde,1.4244,5.0237,0.22091
2018-08-07,hoernum_odde,6.0564,0.3917,0.93926
2018-08-31,hoernum_odde,1.1136,5.3345,0.1727
2018-09-12,hoernum_odde,1.1306,5.3174,0.17535
2018-11-11,hoernum_odde,1.3403,5.1078,0.20786
2018-11-17,hoernum_odde,1.1154,5.3327,0.17298
2018-11-29,hoernum_odde,1.1327,5.3154,0.17566
2018-12-11,hoernum_odde,6.4481,0.0,1.0
2019-01-10,hoernum_odde,1.2765,5.1716,0.19796
2019-02-09,hoernum_odde,1.1407,5.3074,0.1769
2019-03-17,hoernum_odde,1.1743,5.2737,0.18212
2019-03-29,hoernum_odde,1.0217,5.4264,0.15845
2019-04-10,hoernum_odde,1.0537,5.3944,0.16341
2019-04-28,hoernum_odde,1.1423,5.3058,0.17715
2019-05-22,hoernum_odde,1.0531,5.395,0.16331
2019-05-28,hoernum_odde,1.1268,5.3213,0.17475
2019-06-21,hoernum_odde,1.1365,5.3116,0.17625
2019-06-27,hoernum_odde,1.1986,5.2495,0.18588
2019-07-27,hoernum_odde,1.0839,5.3641,0.1681
2019-08-26,hoernum_odde,1.2008,5.2473,0.18622
2019-09-19,hoernum_odde,2.3115,4.1366,0.35847
2019-09-25,hoernum_odde,1.1974,5.2507,0.18569
2019-10-25,hoernum_odde,1.1578,5.2902,0.17956
2019-11-18,hoernum_odde,1.1174,5.3307,0.17329
2019-11-30,hoernum_odde,1.1872,5.2608,0.18412
2020-02-10,hoernum_odde,1.1008,5.3473,0.17071
2020-03-05,hoernum_odde,1.1158,5.3323,0.17304
2020-03-11,hoernum_odde,1.0461,5.402,0.16224
2020-04-16,hoernum_odde,0.9474,5.5007,0.14693
2020-04-28,hoernum_odde,0.9926,5.4555,0.15394
2020-05-16,hoernum_odde,0.9646,5.4834,0.1496
2020-05-28,hoernum_odde,2.635,3.813,0.40866
2020-06-09,hoernum_odde,1.1546,5.2935,0.17905
2020-06-15,hoernum_odde,1.0516,5.3965,0.16308
2020-06-27,hoernum_odde,1.0719,5.3761,0.16624
2020-07-09,hoernum_odde,1.1222,5.3259,0.17404
2020-07-15,hoernum_odde,1.1449,5.3032,0.17755
2020-08-08,hoernum_odde,1.0906,5.3574,0.16914
2020-08-14,hoernum_odde,1.0692,5.3788,0.16582
2020-09-07,hoernum_odde,1.0434,5.4046,0.16182
2020-10-13,hoernum_odde,1.1462,5.3019,0.17775
2020-11-06,hoernum_odde,1.0648,5.3832,0.16514
2020-11-18,hoernum_odde,1.1167,5.3314,0.17319
2020-12-06,hoernum_odde,1.0986,5.3494,0.17038
2020-12-18,hoernum_odde,1.1449,5.3032,0.17755
2021-01-05,hoernum_odde,1.0669,5.3812,0.16546
2021-01-17,hoernum_odde,1.0653,5.3828,0.16521
2021-03-18,hoernum_odde,1.6252,4.8228,0.25205
2021-03-24,hoernum_odde,0.9663,5.4818,0.14985
2021-04-17,hoernum_odde,1.0067,5.4414,0.15612
2021-05-17,hoernum_odde,1.0524,5.3957,0.16321
2021-06-16,hoernum_odde,1.1122,5.3358,0.17249
2021-06-28,hoernum_odde,1.0847,5.3633,0.16823
2021-08-03,hoernum_odde,1.0395,5.4085,0.16122
2021-08-27,hoernum_odde,1.0441,5.404,0.16192
2021-09-02,hoernum_odde,1.1648,5.2833,0.18064
2021-09-26,hoernum_odde,1.0454,5.4026,0.16213
2021-10-02,hoernum_odde,1.1077,5.3404,0.17179
2021-11-01,hoernum_odde,1.1666,5.2815,0.18092
2021-11-07,hoernum_odde,1.0589,5.3892,0.16422
2021-12-01,hoernum_odde,1.0957,5.3524,0.16992
2022-03-07,hoernum_odde,1.3628,5.0852,0.21136
2022-04-24,hoernum_odde,0.9584,5.4897,0.14863
2022-05-06,hoernum_odde,1.0638,5.3842,0.16498
2022-06-23,hoernum_odde,1.0653,5.3827,0.16522
2022-07-17,hoernum_odde,1.0315,5.4166,0.15997
2022-08-22,hoernum_odde,1.1674,5.2807,0.18104
2022-09-03,hoernum_odde,0.9706,5.4774,0.15053
2022-11-14,hoernum_odde,0.9888,5.4593,0.15335
2022-12-20,hoernum_odde,1.189,5.259,0.1844
2023-01-25,hoernum_odde,1.0367,5.4113,0.16078
2023-05-13,hoernum_odde,1.0478,5.4003,0.1625
2023-05-25,hoernum_odde,1.0233,5.4248,0.1587
2023-07-12,hoernum_odde,1.114,5.3341,0.17276
2023-08-05,hoernum_odde,1.0401,5.4079,0.16131
2023-09-10,hoernum_odde,1.2065,5.2416,0.18711
2024-07-30,hoernum_odde,1.1478,5.3003,0.17801
2024-12-09,hoernum_odde,1.1685,5.2796,0.18122
2017-01-02,list_ellenbogen,2.8188,9.6116,0.22677
2017-01-08,list_ellenbogen,3.1316,9.2988,0.25193
2017-01-14,list_ellenbogen,6.6761,5.7542,0.53708
2017-02-01,list_ellenbogen,2.4484,9.982,0.19697
2017-03-15,list_ellenbogen,0.1853,12.245,0.01491
2017-04-14,list_ellenbogen,1.3183,11.112,0.10606
2017-04-20,list_ellenbogen,0.9058,11.5246,0.07287
2017-05-02,list_ellenbogen,0.3245,12.1058,0.02611
2017-05-20,list_ellenbogen,2.9706,9.4598,0.23898
2017-06-13,list_ellenbogen,1.1806,11.2498,0.09497
2017-06-19,list_ellenbogen,3.3405,9.0898,0.26874
2017-07-13,list_ellenbogen,0.8324,11.598,0.06696
2017-08-18,list_ellenbogen,2.9568,9.4735,0.23787
2017-10-23,list_ellenbogen,2.8952,9.5351,0.23292
2017-11-22,list_ellenbogen,2.4521,9.9783,0.19727
2017-12-22,list_ellenbogen,2.7852,9.6451,0.22407
2018-01-09,list_ellenbogen,0.5939,11.8364,0.04778
2018-01-21,list_ellenbogen,2.283,10.1473,0.18367
2018-01-27,list_ellenbogen,2.8592,9.5712,0.23002
2018-02-20,list_ellenbogen,2.9245,9.5058,0.23527
2018-04-09,list_ellenbogen,1.8573,10.5731,0.14941
2018-05-03,list_ellenbogen,2.583,9.8474,0.2078
2018-05-09,list_ellenbogen,2.1173,10.313,0.17033
2018-05-21,list_ellenbogen,2.1876,10.2427,0.17599
2018-06-02,list_ellenbogen,2.9662,9.4642,0.23863
2018-07-02,list_ellenbogen,3.1988,9.2316,0.25734
2018-07-08,list_ellenbogen,2.0388,10.3916,0.16402
2018-08-01,list_ellenbogen,3.0612,9.3692,0.24627
2018-08-07,list_ellenbogen,2.7853,9.645,0.22408
2018-08-31,list_ellenbogen,1.8701,10.5603,0.15045
2018-09-12,list_ellenbogen,2.4749,9.9554,0.1991
2018-11-11,list_ellenbogen,3.0673,9.3631,0.24676
2018-11-17,list_ellenbogen,2.6971,9.7333,0.21698
2018-11-29,list_ellenbogen,2.618,9.8123,0.21062
2018-12-11,list_ellenbogen,2.5916,9.8388,0.20849
2019-01-10,list_ellenbogen,3.0455,9.3849,0.245
2019-02-09,list_ellenbogen,2.7717,9.6587,0.22298
2019-03-17,list_ellenbogen,2.4077,10.0227,0.19369
2019-03-29,list_ellenbogen,2.3871,10.0433,0.19204
2019-04-10,list_ellenbogen,1.9748,10.4556,0.15887
2019-04-28,list_ellenbogen,2.9853,9.4451,0.24016
2019-05-22,list_ellenbogen,0.3629,12.0675,0.02919
2019-05-28,list_ellenbogen,2.5017,9.9287,0.20126
2019-06-21,list_ellenbogen,2.8232,9.6071,0.22713
2019-06-27,list_ellenbogen,1.061,11.3693,0.08536
2019-07-27,list_ellenbogen,1.3766,11.0537,0.11075
2019-08-26,list_ellenbogen,3.3158,9.1145,0.26675
2019-09-19,list_ellenbogen,1.843,10.5874,0.14827
2019-09-25,list_ellenbogen,2.9942,9.4361,0.24088
2019-10-25,list_ellenbogen,2.9184,9.512,0.23478
2019-11-18,list_ellenbogen,3.0109,9.4195,0.24222
2019-11-30,list_ellenbogen,2.879,9.5514,0.23161
2020-02-10,list_ellenbogen,1.0473,11.383,0.08426
2020-03-05,list_ellenbogen,2.8299,9.6005,0.22766
2020-03-11,list_ellenbogen,1.8536,10.5768,0.14912
2020-04-16,list_ellenbogen,0.4901,11.9402,0.03943
2020-04-28,list_ellenbogen,1.0297,11.4007,0.08284
2020-05-16,list_ellenbogen,0.1329,12.2975,0.01069
2020-05-28,list_ellenbogen,1.2015,11.2289,0.09666
2020-06-09,list_ellenbogen,2.7442,9.6861,0.22077
2020-06-15,list_ellenbogen,1.9993,10.4311,0.16084
2020-06-27,list_ellenbogen,1.8456,10.5848,0.14847
2020-07-09,list_ellenbogen,2.6675,9.7628,0.2146
2020-07-15,list_ellenbogen,2.589,9.8414,0.20828
2020-08-08,list_ellenbogen,2.6331,9.7973,0.21183
2020-08-14,list_ellenbogen,1.7671,10.6633,0.14216
2020-09-07,list_ellenbogen,2.7679,9.6625,0.22267
2020-10-13,list_ellenbogen,2.8852,9.5451,0.23211
2020-11-06,list_ellenbogen,2.6748,9.7556,0.21518
2020-11-18,list_ellenbogen,2.5724,9.858,0.20694
2020-12-06,list_ellenbogen,2.8258,9.6046,0.22733
2020-12-18,list_ellenbogen,2.8175,9.6129,0.22666
2021-01-05,list_ellenbogen,1.3257,11.1047,0.10665
2021-01-17,list_ellenbogen,1.0828,11.3476,0.08711
2021-03-18,list_ellenbogen,1.9649,10.4655,0.15807
2021-03-24,list_ellenbogen,1.0598,11.3706,0.08526
2021-04-17,list_ellenbogen,1.555,10.8754,0.12509
2021-05-17,list_ellenbogen,2.2042,10.2261,0.17733
2021-06-16,list_ellenbogen,2.8059,9.6245,0.22573
2021-06-28,list_ellenbogen,2.4189,10.0114,0.1946
2021-08-03,list_ellenbogen,1.4456,10.9848,0.1163
2021-08-27,list_ellenbogen,1.2342,11.1962,0.09929
2021-09-02,list_ellenbogen,3.4673,8.9631,0.27894
2021-09-26,list_ellenbogen,1.3302,11.1002,0.10701
2021-10-02,list_ellenbogen,3.0618,9.3686,0.24632
2021-11-01,list_ellenbogen,2.8493,9.5811,0.22922
2021-11-07,list_ellenbogen,1.623,10.8074,0.13057
2021-12-01,list_ellenbogen,2.9384,9.492,0.23639
2022-03-07,list_ellenbogen,2.5093,9.9211,0.20187
2022-04-24,list_ellenbogen,0.653,11.7773,0.05253
2022-05-06,list_ellenbogen,1.746,10.6844,0.14046
2022-06-23,list_ellenbogen,3.2489,9.1814,0.26137
2022-07-17,list_ellenbogen,1.4945,10.9358,0.12023
2022-08-22,list_ellenbogen,2.945,9.4854,0.23692
2022-09-03,list_ellenbogen,0.4172,12.0132,0.03356
2022-11-14,list_ellenbogen,1.128,11.3024,0.09074
2022-12-20,list_ellenbogen,2.9193,9.5111,0.23485
2023-01-25,list_ellenbogen,2.0208,10.4096,0.16257
2023-05-13,list_ellenbogen,1.8557,10.5747,0.14929
2023-05-25,list_ellenbogen,1.3672,11.0632,0.10999
2023-07-12,list_ellenbogen,2.8591,9.5713,0.23001
2023-08-05,list_ellenbogen,1.8298,10.6006,0.1472
2023-09-10,list_ellenbogen,3.4336,8.9968,0.27623
2024-07-30,list_ellenbogen,3.0831,9.3472,0.24803
2024-12-09,list_ellenbogen,3.2318,9.1986,0.25999
2017-01-02,rotes_kliff_kampen,2.8897,4.1272,0.41182
2017-01-08,rotes_kliff_kampen,2.7066,4.3103,0.38573
2017-01-14,rotes_kliff_kampen,4.0467,2.9702,0.57671
2017-02-01,rotes_kliff_kampen,2.3938,4.6231,0.34115
2017-03-15,rotes_kliff_kampen,2.3309,4.686,0.33218
2017-04-14,rotes_kliff_kampen,2.5977,4.4192,0.3702
2017-04-20,rotes_kliff_kampen,2.2841,4.7328,0.32551
2017-05-02,rotes_kliff_kampen,2.2104,4.8065,0.31501
2017-05-20,rotes_kliff_kampen,2.6639,4.3529,0.37965
2017-06-13,rotes_kliff_kampen,2.4677,4.5491,0.35169
2017-06-19,rotes_kliff_kampen,2.6302,4.3867,0.37483
2017-07-13,rotes_kliff_kampen,2.3826,4.6343,0.33955
2017-08-18,rotes_kliff_kampen,2.7281,4.2888,0.38879
2017-10-23,rotes_kliff_kampen,2.6332,4.3837,0.37527
2017-11-22,rotes_kliff_kampen,2.6049,4.412,0.37123
2017-12-22,rotes_kliff_kampen,2.4921,4.5248,0.35516
2018-01-09,rotes_kliff_kampen,2.0858,4.931,0.29726
2018-01-21,rotes_kliff_kampen,2.4358,4.5811,0.34713
2018-01-27,rotes_kliff_kampen,2.4551,4.5618,0.34988
2018-02-20,rotes_kliff_kampen,2.4723,4.5446,0.35233
2018-04-09,rotes_kliff_kampen,2.3752,4.6416,0.3385
2018-05-03,rotes_kliff_kampen,2.5829,4.4339,0.3681
2018-05-09,rotes_kliff_kampen,2.3849,4.632,0.33988
2018-05-21,rotes_kliff_kampen,2.4053,4.6116,0.34279
2018-06-02,rotes_kliff_kampen,2.5166,4.5003,0.35865
2018-07-02,rotes_kliff_kampen,2.7084,4.3084,0.38599
2018-07-08,rotes_kliff_kampen,2.6785,4.3384,0.38172
2018-08-01,rotes_kliff_kampen,2.8255,4.1913,0.40268
2018-08-07,rotes_kliff_kampen,2.6701,4.3468,0.38053
2018-08-31,rotes_kliff_kampen,2.6407,4.3762,0.37634
2018-09-12,rotes_kliff_kampen,2.6769,4.34,0.38149
2018-11-11,rotes_kliff_kampen,2.7827,4.2342,0.39657
2018-11-17,rotes_kliff_kampen,2.468,4.5489,0.35173
2018-11-29,rotes_kliff_kampen,2.4993,4.5175,0.35619
2018-12-11,rotes_kliff_kampen,2.8161,4.2007,0.40134
2019-01-10,rotes_kliff_kampen,2.808,4.2089,0.40018
2019-02-09,rotes_kliff_kampen,2.743,4.2738,0.39092
2019-03-17,rotes_kliff_kampen,2.7359,4.281,0.3899
2019-03-29,rotes_kliff_kampen,2.518,4.4988,0.35886
2019-04-10,rotes_kliff_kampen,2.4661,4.5507,0.35146
2019-04-28,rotes_kliff_kampen,2.7282,4.2887,0.3888
2019-05-22,rotes_kliff_kampen,2.5244,4.4925,0.35976
2019-05-28,rotes_kliff_kampen,2.714,4.3029,0.38678
2019-06-21,rotes_kliff_kampen,2.613,4.4039,0.37238
2019-06-27,rotes_kliff_kampen,2.6362,4.3806,0.3757
2019-07-27,rotes_kliff_kampen,2.379,4.6378,0.33905
2019-08-26,rotes_kliff_kampen,2.5539,4.463,0.36396
2019-09-19,rotes_kliff_kampen,2.6401,4.3768,0.37625
2019-09-25,rotes_kliff_kampen,2.5525,4.4644,0.36376
2019-10-25,rotes_kliff_kampen,2.7819,4.235,0.39646
2019-11-18,rotes_kliff_kampen,2.5981,4.4187,0.37027
2019-11-30,rotes_kliff_kampen,2.8287,4.1881,0.40313
2020-02-10,rotes_kliff_kampen,2.5135,4.5033,0.35821
2020-03-05,rotes_kliff_kampen,2.5805,4.4363,0.36776
2020-03-11,rotes_kliff_kampen,2.4199,4.597,0.34486
2020-04-16,rotes_kliff_kampen,2.2914,4.7255,0.32655
2020-04-28,rotes_kliff_kampen,2.3339,4.683,0.33261
2020-05-16,rotes_kliff_kampen,2.2489,4.7679,0.3205
2020-05-28,rotes_kliff_kampen,2.3995,4.6174,0.34196
2020-06-09,rotes_kliff_kampen,2.5813,4.4356,0.36787
2020-06-15,rotes_kliff_kampen,2.388,4.6289,0.34033
2020-06-27,rotes_kliff_kampen,2.4021,4.6148,0.34233
2020-07-09,rotes_kliff_kampen,2.5635,4.4534,0.36533
2020-07-15,rotes_kliff_kampen,2.5326,4.4842,0.36093
2020-08-08,rotes_kliff_kampen,2.4474,4.5695,0.34879
2020-08-14,rotes_kliff_kampen,2.3861,4.6308,0.34005
2020-09-07,rotes_kliff_kampen,2.4261,4.5908,0.34576
2020-10-13,rotes_kliff_kampen,2.6975,4.3193,0.38444
2020-11-06,rotes_kliff_kampen,2.5261,4.4907,0.36001
2020-11-18,rotes_kliff_kampen,2.5416,4.4753,0.36221
2020-12-06,rotes_kliff_kampen,2.4395,4.5774,0.34766
2020-12-18,rotes_kliff_kampen,2.5907,4.4262,0.36921
2021-01-05,rotes_kliff_kampen,2.3489,4.6679,0.33476
2021-01-17,rotes_kliff_kampen,2.3286,4.6883,0.33186
2021-03-18,rotes_kliff_kampen,2.4322,4.5847,0.34662
2021-03-24,rotes_kliff_kampen,2.3665,4.6504,0.33726
2021-04-17,rotes_kliff_kampen,2.3356,4.6812,0.33286
2021-05-17,rotes_kliff_kampen,2.389,4.6279,0.34046
2021-06-16,rotes_kliff_kampen,2.5644,4.4524,0.36547
2021-06-28,rotes_kliff_kampen,2.432,4.5849,0.34659
2021-08-03,rotes_kliff_kampen,2.4166,4.6003,0.3444
2021-08-27,rotes_kliff_kampen,2.4985,4.5184,0.35607
2021-09-02,rotes_kliff_kampen,2.8022,4.2147,0.39935
2021-09-26,rotes_kliff_kampen,2.3858,4.631,0.34001
2021-10-02,rotes_kliff_kampen,2.6564,4.3605,0.37857
2021-11-01,rotes_kliff_kampen,2.8387,4.1781,0.40456
2021-11-07,rotes_kliff_kampen,2.5658,4.4511,0.36566
2021-12-01,rotes_kliff_kampen,2.5337,4.4831,0.36109
2022-03-07,rotes_kliff_kampen,2.7654,4.2515,0.3941
2022-04-24,rotes_kliff_kampen,2.2445,4.7724,0.31987
2022-05-06,rotes_kliff_kampen,2.3973,4.6196,0.34165
2022-06-23,rotes_kliff_kampen,2.4895,4.5274,0.35479
2022-07-17,rotes_kliff_kampen,2.4104,4.6064,0.34352
2022-08-22,rotes_kliff_kampen,2.8402,4.1767,0.40476
2022-09-03,rotes_kliff_kampen,2.27,4.7469,0.32351
2022-11-14,rotes_kliff_kampen,2.2914,4.7254,0.32656
2022-12-20,rotes_kliff_kampen,2.7694,4.2474,0.39468
2023-01-25,rotes_kliff_kampen,2.3708,4.6461,0.33787
2023-05-13,rotes_kliff_kampen,2.3436,4.6733,0.33399
2023-05-25,rotes_kliff_kampen,2.4074,4.6094,0.34309
2023-07-12,rotes_kliff_kampen,2.5584,4.4585,0.3646
2023-08-05,rotes_kliff_kampen,2.4622,4.5546,0.3509
2023-09-10,rotes_kliff_kampen,2.6629,4.354,0.3795
2024-07-30,rotes_kliff_kampen,2.5242,4.4927,0.35973
2024-12-09,rotes_kliff_kampen,2.5723,4.4446,0.36659
2017-01-02,west_coast_aggregate,24.0914,77.2491,0.23773
2017-01-08,west_coast_aggregate,23.0604,78.2801,0.22755
2017-01-14,west_coast_aggregate,43.709,57.6315,0.43131
2017-02-01,west_coast_aggregate,20.8015,80.539,0.20526
2017-03-15,west_coast_aggregate,20.4161,80.9244,0.20146
2017-04-14,west_coast_aggregate,22.163,79.1775,0.2187
2017-04-20,west_coast_aggregate,19.7481,81.5924,0.19487
2017-05-02,west_coast_aggregate,18.8268,82.5137,0.18578
2017-05-20,west_coast_aggregate,23.3418,77.9987,0.23033
2017-06-13,west_coast_aggregate,22.0514,79.2891,0.2176
2017-06-19,west_coast_aggregate,22.3796,78.9609,0.22084
2017-07-13,west_coast_aggregate,23.7014,77.639,0.23388
2017-08-18,west_coast_aggregate,23.8758,77.4647,0.2356
2017-10-23,west_coast_aggregate,23.026,78.3145,0.22721
2017-11-22,west_coast_aggregate,22.333,79.0075,0.22038
2017-12-22,west_coast_aggregate,21.7419,79.5986,0.21454
2018-01-09,west_coast_aggregate,17.9161,83.4244,0.17679
2018-01-21,west_coast_aggregate,21.3153,80.0252,0.21033
2018-01-27,west_coast_aggregate,21.4693,79.8712,0.21185
2018-02-20,west_coast_aggregate,21.5089,79.8316,0.21224
2018-04-09,west_coast_aggregate,20.4257,80.9148,0.20156
2018-05-03,west_coast_aggregate,22.7495,78.591,0.22449
2018-05-09,west_coast_aggregate,20.6628,80.6777,0.20389
2018-05-21,west_coast_aggregate,20.8741,80.4663,0.20598
2018-06-02,west_coast_aggregate,21.9978,79.3426,0.21707
2018-07-02,west_coast_aggregate,23.3302,78.0103,0.23022
2018-07-08,west_coast_aggregate,22.9233,78.4172,0.2262
2018-08-01,west_coast_aggregate,24.1482,77.1923,0.23829
2018-08-07,west_coast_aggregate,27.8629,73.4776,0.27494
2018-08-31,west_coast_aggregate,23.1626,78.1779,0.22856
2018-09-12,west_coast_aggregate,23.4924,77.8481,0.23182
2018-11-11,west_coast_aggregate,23.5795,77.761,0.23268
2018-11-17,west_coast_aggregate,21.2433,80.0972,0.20962
2018-11-29,west_coast_aggregate,22.2413,79.0992,0.21947
2018-12-11,west_coast_aggregate,31.8302,69.5103,0.31409
2019-01-10,west_coast_aggregate,23.7077,77.6328,0.23394
2019-02-09,west_coast_aggregate,23.7142,77.6263,0.23401
2019-03-17,west_coast_aggregate,24.0977,77.2428,0.23779
2019-03-29,west_coast_aggregate,21.3808,79.9597,0.21098
2019-04-10,west_coast_aggregate,21.0361,80.3044,0.20758
2019-04-28,west_coast_aggregate,23.4767,77.8638,0.23166
2019-05-22,west_coast_aggregate,22.0431,79.2974,0.21752
2019-05-28,west_coast_aggregate,23.8317,77.5088,0.23516
2019-06-21,west_coast_aggregate,22.3248,79.0157,0.2203
2019-06-27,west_coast_aggregate,23.9142,77.4262,0.23598
2019-07-27,west_coast_aggregate,20.6123,80.7282,0.2034
2019-08-26,west_coast_aggregate,22.1092,79.2313,0.21817
2019-09-19,west_coast_aggregate,32.1633,69.1772,0.31738
2019-09-25,west_coast_aggregate,22.5691,78.7713,0.22271
2019-10-25,west_coast_aggregate,24.721,76.6195,0.24394
2019-11-18,west_coast_aggregate,22.0848,79.2557,0.21793
2019-11-30,west_coast_aggregate,23.6302,77.7103,0.23318
2020-02-10,west_coast_aggregate,22.1246,79.2158,0.21832
2020-03-05,west_coast_aggregate,22.231,79.1095,0.21937
2020-03-11,west_coast_aggregate,21.2267,80.1138,0.20946
2020-04-16,west_coast_aggregate,19.7053,81.6351,0.19445
2020-04-28,west_coast_aggregate,20.043,81.2975,0.19778
2020-05-16,west_coast_aggregate,20.0973,81.2432,0.19831
2020-05-28,west_coast_aggregate,22.5112,78.8293,0.22213
2020-06-09,west_coast_aggregate,22.6277,78.7128,0.22328
2020-06-15,west_coast_aggregate,20.6017,80.7388,0.20329
2020-06-27,west_coast_aggregate,20.788,80.5525,0.20513
2020-07-09,west_coast_aggregate,22.7994,78.5411,0.22498
2020-07-15,west_coast_aggregate,29.8443,71.4962,0.2945
2020-08-08,west_coast_aggregate,21.2463,80.0942,0.20965
2020-08-14,west_coast_aggregate,20.6743,80.6662,0.20401
2020-09-07,west_coast_aggregate,22.8616,78.4789,0.22559
2020-10-13,west_coast_aggregate,22.5189,78.8216,0.22221
2020-11-06,west_coast_aggregate,21.7072,79.6333,0.2142
2020-11-18,west_coast_aggregate,22.3352,79.0053,0.2204
2020-12-06,west_coast_aggregate,21.4348,79.9057,0.21151
2020-12-18,west_coast_aggregate,22.6646,78.6759,0.22365
2021-01-05,west_coast_aggregate,20.2904,81.05,0.20022
2021-01-17,west_coast_aggregate,20.2935,81.047,0.20025
2021-03-18,west_coast_aggregate,21.818,79.5225,0.21529
2021-03-24,west_coast_aggregate,20.0926,81.2479,0.19827
2021-04-17,west_coast_aggregate,20.2557,81.0847,0.19988
2021-05-17,west_coast_aggregate,20.6974,80.643,0.20424
2021-06-16,west_coast_aggregate,22.1585,79.182,0.21865
2021-06-28,west_coast_aggregate,21.179,80.1615,0.20899
2021-08-03,west_coast_aggregate,20.7494,80.5911,0.20475
2021-08-27,west_coast_aggregate,20.8929,80.4476,0.20617
2021-09-02,west_coast_aggregate,23.3729,77.9676,0.23064
2021-09-26,west_coast_aggregate,20.4081,80.9324,0.20138
2021-10-02,west_coast_aggregate,22.3618,78.9787,0.22066
2021-11-01,west_coast_aggregate,23.6433,77.6972,0.23331
2021-11-07,west_coast_aggregate,21.8291,79.5114,0.2154
2021-12-01,west_coast_aggregate,21.7936,79.5469,0.21505
2022-03-07,west_coast_aggregate,23.5416,77.7989,0.2323
2022-04-24,west_coast_aggregate,19.1496,82.1909,0.18896
2022-05-06,west_coast_aggregate,20.5533,80.7872,0.20281
2022-06-23,west_coast_aggregate,21.3673,79.9732,0.21085
2022-07-17,west_coast_aggregate,20.6773,80.6632,0.20404
2022-08-22,west_coast_aggregate,23.6745,77.666,0.23361
2022-09-03,west_coast_aggregate,19.4893,81.8512,0.19232
2022-11-14,west_coast_aggregate,19.5994,81.7411,0.1934
2022-12-20,west_coast_aggregate,23.3346,78.0059,0.23026
2023-01-25,west_coast_aggregate,20.6104,80.7301,0.20338
2023-05-13,west_coast_aggregate,20.4727,80.8678,0.20202
2023-05-25,west_coast_aggregate,20.5514,80.7891,0.2028
2023-07-12,west_coast_aggregate,21.7162,79.6242,0.21429
2023-08-05,west_coast_aggregate,20.9031,80.4374,0.20627
2023-09-10,west_coast_aggregate,22.9295,78.411,0.22626
2024-07-30,west_coast_aggregate,21.8885,79.452,0.21599
2024-12-09,west_coast_aggregate,22.263,79.0775,0.21968
